ref_id	class	decided_by	rationale	raster_readable
img-00316	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00317	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00318	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00319	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00320	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00321	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00322	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00323	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00324	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00325	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00326	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00327	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00328	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00329	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00330	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00331	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00332	E	vision	process flowchart with loop: Log Analysis API usage steps STEP1..STEP5	yes
img-00333	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00334	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00335	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00336	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00337	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00338	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00339	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00340	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00341	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00342	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00343	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00344	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00345	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00346	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00347	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00348	B	rule-cover	cover-page logo, carries no recoverable text	yes
img-00349	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00350	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00351	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00352	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00353	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00354	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00355	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00356	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00357	B	rule-table-cell	symbol/icon in a table cell, explained by the adjacent cell	yes
img-00358	E	vision	process flowchart: client/server query-processing pipeline (Parsing-Validation-Optimization-Binding-Execution)	yes
img-00359	E	vision	process flowchart: optimizer pipeline (Query Rewriter -> Logical Plan Generator -> Physical Plan Generator)	yes
img-00360	E	vision	directed conversion graph: data-type conversion paths with G/E/L penalty edges	yes
img-00361	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00362	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00363	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00364	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00365	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00366	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00367	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00368	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00369	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00370	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00371	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00372	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00373	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00374	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00375	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00376	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00377	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00378	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00379	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00380	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00381	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00382	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00383	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00384	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00385	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00386	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00387	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00388	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00389	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00390	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00391	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00392	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00393	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00394	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00395	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00396	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00397	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00398	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00399	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00400	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00401	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00402	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00403	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00404	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00405	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00406	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00407	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00408	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00409	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00410	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00411	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00412	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00413	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00414	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00415	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00416	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00417	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00418	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
img-00419	B	rule-residual-conceptual	conceptual/architecture diagram, screenshot or illustration redundant with prose	yes
